chrom	length	bases	mean	min	max
scaffold_1	258050	17039866	66.03	0	1459
scaffold_1_region	136209	8789812	64.53	0	223
scaffold_2	248132	16170722	65.17	0	928
scaffold_2_region	90518	5699936	62.97	0	195
scaffold_3	240340	14381147	59.84	0	476
scaffold_3_region	127816	8079915	63.22	15	135
scaffold_4	232527	14081513	60.56	0	213
scaffold_4_region	119979	7722175	64.36	13	165
scaffold_5	218268	15225586	69.76	0	2273
scaffold_5_region	78910	4955386	62.80	0	125
scaffold_6	216163	11685449	54.06	0	279
scaffold_6_region	101091	6396092	63.27	0	127
scaffold_7	215756	13604026	63.05	0	6122
scaffold_7_region	114428	7152211	62.50	2	126
scaffold_8	204092	6510121	31.90	0	378
scaffold_8_region	91847	2797563	30.46	6	76
scaffold_9	200499	11913826	59.42	0	458
scaffold_9_region	100618	6569943	65.30	6	158
scaffold_10	193644	6888525	35.57	0	156
scaffold_10_region	112763	4241568	37.61	5	123
scaffold_11	192184	11469848	59.68	0	562
scaffold_11_region	83048	5377327	64.75	10	132
scaffold_12	190472	11396591	59.83	0	682
scaffold_12_region	78166	5020724	64.23	0	221
scaffold_13	188798	12158795	64.40	0	1299
scaffold_13_region	103755	6138541	59.16	0	144
scaffold_14	188592	11890478	63.05	0	324
scaffold_14_region	59493	4052545	68.12	0	324
scaffold_15	184177	10673823	57.95	0	414
scaffold_15_region	101656	6359443	62.56	21	128
scaffold_16	184150	9723607	52.80	0	794
scaffold_16_region	55262	3666372	66.35	5	168
scaffold_17	182989	12209404	66.72	0	687
scaffold_17_region	78934	5189826	65.75	0	187
scaffold_18	180163	10636773	59.04	0	339
scaffold_18_region	88269	5456029	61.81	1	147
scaffold_19	177887	9066530	50.97	0	286
scaffold_19_region	81182	5297869	65.26	22	125
scaffold_20	177768	11105497	62.47	0	16008
scaffold_20_region	60617	4079405	67.30	0	6586
scaffold_21	176967	9147268	51.69	0	727
scaffold_21_region	62970	3661225	58.14	0	114
scaffold_22	176287	12028617	68.23	0	10190
scaffold_22_region	58974	3897481	66.09	12	132
scaffold_23	175766	10174548	57.89	0	2418
scaffold_23_region	82760	5093819	61.55	7	158
scaffold_24	175039	5829587	33.30	0	330
scaffold_24_region	89632	2805739	31.30	4	74
scaffold_25	172451	10449479	60.59	0	7185
scaffold_25_region	50545	3386157	66.99	10	216
scaffold_26	171572	10571622	61.62	0	1977
scaffold_26_region	45184	2935023	64.96	0	208
scaffold_27	169846	10873251	64.02	0	544
scaffold_27_region	73079	4703868	64.37	9	129
scaffold_28	169747	10749996	63.33	0	4291
scaffold_28_region	58343	4161474	71.33	0	221
scaffold_29	169516	9880558	58.29	0	501
scaffold_29_region	70883	4688988	66.15	0	134
scaffold_30	169002	11011298	65.15	0	526
