chrom	length	bases	mean	min	max
scaffold_1	345098	1488678	4.31	0	1776
scaffold_1_region	98605	1183018	12.00	0	1776
scaffold_2	312558	447086	1.43	0	1366
scaffold_2_region	137722	268421	1.95	0	409
scaffold_3	287976	496054	1.72	0	1216
scaffold_3_region	119187	301434	2.53	0	1216
scaffold_4	280066	508099	1.81	0	759
scaffold_4_region	130400	302378	2.32	0	119
scaffold_5	279783	415146	1.48	0	186
scaffold_5_region	138906	346920	2.50	0	161
scaffold_6	268249	386017	1.44	0	1002
scaffold_6_region	98467	155591	1.58	0	499
scaffold_7	267059	240815	0.90	0	592
scaffold_7_region	98739	103013	1.04	0	160
scaffold_8	266172	667703	2.51	0	548
scaffold_8_region	147469	540762	3.67	0	548
scaffold_9	265035	505223	1.91	0	4735
scaffold_9_region	78016	268071	3.44	0	541
scaffold_10	264164	742148	2.81	0	1644
scaffold_10_region	117096	513369	4.38	0	367
scaffold_11	261329	354239	1.36	0	2279
scaffold_11_region	96202	231772	2.41	0	796
scaffold_12	261008	13450328	51.53	0	14934
scaffold_12_region	89003	115120	1.29	0	170
scaffold_13	260741	1304403	5.00	0	3108
scaffold_13_region	126771	867304	6.84	0	1378
scaffold_14	257940	280179	1.09	0	756
scaffold_14_region	91628	150540	1.64	0	188
scaffold_15	251256	544380	2.17	0	3294
scaffold_15_region	141485	369445	2.61	0	3294
scaffold_16	251232	224231	0.89	0	314
scaffold_16_region	101470	138255	1.36	0	104
scaffold_17	250631	434735	1.73	0	875
scaffold_17_region	144294	346933	2.40	0	352
scaffold_18	246065	241429	0.98	0	306
scaffold_18_region	53143	71082	1.34	0	176
scaffold_19	245994	345575	1.40	0	259
scaffold_19_region	101795	220551	2.17	0	122
scaffold_20	244099	583532	2.39	0	2859
scaffold_20_region	110985	303432	2.73	0	384
scaffold_21	236026	300350	1.27	0	2152
scaffold_21_region	90960	199063	2.19	0	2152
scaffold_22	235239	362044	1.54	0	310
scaffold_22_region	108283	280154	2.59	0	310
scaffold_23	232614	602578	2.59	0	9345
scaffold_23_region	125676	318332	2.53	0	277
scaffold_24	231500	172564	0.75	0	403
scaffold_24_region	62198	71254	1.15	0	102
scaffold_25	231036	306222	1.33	0	172
scaffold_25_region	111659	242232	2.17	0	144
scaffold_26	230790	248587	1.08	0	708
scaffold_26_region	99488	144332	1.45	0	114
scaffold_27	229760	310735	1.35	0	1935
scaffold_27_region	100584	163506	1.63	0	212
scaffold_28	227861	385313	1.69	0	881
scaffold_28_region	76168	211578	2.78	0	300
scaffold_29	226334	277664	1.23	0	398
scaffold_29_region	92574	157120	1.70	0	398
scaffold_30	224926	202623	0.90	0	158
scaffold_30_region	86294	115414	1.34	0	108
scaffold_31	218345	492946	2.26	0	802
scaffold_31_region	106413	342568	3.22	0	193
scaffold_32	218243	283398	1.30	0	3640
scaffold_32_region	61632	109344	1.77	0	188
scaffold_33	214922	400430	1.86	0	329
scaffold_33_region	99256	300187	3.02	0	314
scaffold_34	214711	235570	1.10	0	450
scaffold_34_region	102640	152743	1.49	0	174
scaffold_35	205623	204864	1.00	0	314
scaffold_35_region	79283	133429	1.68	0	150
scaffold_36	205583	283793	1.38	0	166
scaffold_36_region	79533	215662	2.71	0	166
scaffold_37	204377	606598	2.97	0	773
scaffold_37_region	58774	246726	4.20	0	139
scaffold_38	204214	204140	1.00	0	312
scaffold_38_region	72173	136634	1.89	0	233
scaffold_39	203631	276092	1.36	0	116
scaffold_39_region	93939	221358	2.36	0	116
scaffold_40	203613	268704	1.32	0	1582
scaffold_40_region	62689	72863	1.16	0	102
scaffold_41	202278	246606	1.22	0	568
scaffold_41_region	99053	159946	1.61	0	568
scaffold_42	202103	326506	1.62	0	366
scaffold_42_region	106080	269076	2.54	0	197
scaffold_43	201235	649215	3.23	0	1209
scaffold_43_region	43924	513735	11.70	0	1209
scaffold_44	199526	368492	1.85	0	3294
scaffold_44_region	89604	143598	1.60	0	132
scaffold_45	198920	275682	1.39	0	696
scaffold_45_region	74382	127949	1.72	0	696
scaffold_46	197580	718338	3.64	0	1394
scaffold_46_region	51285	573833	11.19	0	1394
scaffold_47	197527	432241	2.19	0	509
scaffold_47_region	101772	314335	3.09	0	231
scaffold_48	196824	210427	1.07	0	1846
scaffold_48_region	55174	57576	1.04	0	86
scaffold_49	196271	325976	1.66	0	5009
scaffold_49_region	58848	105682	1.80	0	230
scaffold_50	196094	538467	2.75	0	2511
scaffold_50_region	82342	215251	2.61	0	213
scaffold_51	195978	358802	1.83	0	2997
scaffold_51_region	94818	191893	2.02	0	159
scaffold_52	195875	514929	2.63	0	2286
scaffold_52_region	89054	318293	3.57	0	258
scaffold_53	195720	384659	1.97	0	230
scaffold_53_region	87265	276631	3.17	0	230
