chrom	length	bases	mean	min	max
scaffold_1	345098	4828475	13.99	0	17280
scaffold_1_region	98605	3312433	33.59	0	6056
scaffold_2	312558	788997	2.52	0	845
scaffold_2_region	137722	505125	3.67	0	226
scaffold_3	287976	1356050	4.71	0	3164
scaffold_3_region	119187	771276	6.47	0	1252
scaffold_4	280066	1378787	4.92	0	3084
scaffold_4_region	130400	858575	6.58	0	133
scaffold_5	279783	1633100	5.84	0	28600
scaffold_5_region	138906	969027	6.98	0	266
scaffold_6	268249	1797874	6.70	0	17791
scaffold_6_region	98467	295805	3.00	0	130
scaffold_7	267059	515849	1.93	0	1305
scaffold_7_region	98739	231165	2.34	0	101
scaffold_8	266172	1811225	6.80	0	760
scaffold_8_region	147469	1473468	9.99	0	335
scaffold_9	265035	1481873	5.59	0	21399
scaffold_9_region	78016	466789	5.98	0	1168
scaffold_10	264164	4066080	15.39	0	33740
scaffold_10_region	117096	1160040	9.91	0	476
scaffold_11	261329	523058	2.00	0	3528
scaffold_11_region	96202	233612	2.43	0	401
scaffold_12	261008	41897591	160.52	0	43016
scaffold_12_region	89003	222259	2.50	0	377
scaffold_13	260741	2889584	11.08	0	11892
scaffold_13_region	126771	1745291	13.77	0	461
scaffold_14	257940	823457	3.19	0	6506
scaffold_14_region	91628	224279	2.45	0	226
scaffold_15	251256	1154923	4.60	0	18434
scaffold_15_region	141485	1051142	7.43	0	18434
scaffold_16	251232	964221	3.84	0	31037
scaffold_16_region	101470	291793	2.88	0	168
scaffold_17	250631	1631074	6.51	0	7238
scaffold_17_region	144294	1044813	7.24	0	5560
scaffold_18	246065	553526	2.25	0	2880
scaffold_18_region	53143	152166	2.86	0	141
scaffold_19	245994	712747	2.90	0	1144
scaffold_19_region	101795	512371	5.03	0	208
scaffold_20	244099	1260790	5.17	0	11755
scaffold_20_region	110985	679936	6.13	0	166
scaffold_21	236026	1577308	6.68	0	13618
scaffold_21_region	90960	460013	5.06	0	162
scaffold_22	235239	1850552	7.87	0	6450
scaffold_22_region	108283	1098137	10.14	0	645
scaffold_23	232614	1828616	7.86	0	42668
scaffold_23_region	125676	837236	6.66	0	755
scaffold_24	231500	828307	3.58	0	20420
scaffold_24_region	62198	149494	2.40	0	151
scaffold_25	231036	682099	2.95	0	582
scaffold_25_region	111659	551092	4.94	0	246
scaffold_26	230790	584705	2.53	0	3002
scaffold_26_region	99488	453873	4.56	0	152
scaffold_27	229760	836661	3.64	0	12234
scaffold_27_region	100584	346122	3.44	0	206
scaffold_28	227861	959093	4.21	0	1117
scaffold_28_region	76168	608693	7.99	0	285
scaffold_29	226334	525951	2.32	0	295
scaffold_29_region	92574	305703	3.30	0	203
scaffold_30	224926	435420	1.94	0	1604
scaffold_30_region	86294	238143	2.76	0	1604
scaffold_31	218345	1771038	8.11	0	10007
scaffold_31_region	106413	760077	7.14	0	660
scaffold_32	218243	948114	4.34	0	9842
scaffold_32_region	61632	258907	4.20	0	158
scaffold_33	214922	625686	2.91	0	478
scaffold_33_region	99256	453168	4.57	0	478
scaffold_34	214711	617830	2.88	0	1963
scaffold_34_region	102640	378901	3.69	0	1963
