chrom	length	bases	mean	min	max
scaffold_1	258050	2064809	8.00	0	9218
scaffold_1_region	136209	962351	7.07	0	1793
scaffold_2	248132	832770	3.36	0	878
scaffold_2_region	90518	691792	7.64	0	375
scaffold_3	240340	640667	2.67	0	1083
scaffold_3_region	127816	382222	2.99	0	131
scaffold_4	232527	626683	2.70	0	1621
scaffold_4_region	119979	516938	4.31	0	145
scaffold_5	218268	825719	3.78	0	7167
scaffold_5_region	78910	405937	5.14	0	119
scaffold_6	216163	2179321	10.08	0	23455
scaffold_6_region	101091	910814	9.01	0	173
scaffold_7	215756	2765469	12.82	0	2672
scaffold_7_region	114428	1009756	8.82	0	529
scaffold_8	204092	909815	4.46	0	6384
scaffold_8_region	91847	397572	4.33	0	6384
scaffold_9	200499	951340	4.74	0	2096
scaffold_9_region	100618	714846	7.10	0	410
scaffold_10	193644	601170	3.10	0	196
scaffold_10_region	112763	555038	4.92	0	140
scaffold_11	192184	439648	2.29	0	2040
scaffold_11_region	83048	293612	3.54	0	2040
scaffold_12	190472	522923	2.75	0	294
scaffold_12_region	78166	490473	6.27	0	197
scaffold_13	188798	583935	3.09	0	185
scaffold_13_region	103755	651863	6.28	0	175
scaffold_14	188592	1201619	6.37	0	1367
scaffold_14_region	59493	604575	10.16	0	375
scaffold_15	184177	947627	5.15	0	1011
scaffold_15_region	101656	729660	7.18	0	324
scaffold_16	184150	1539845	8.36	0	2737
scaffold_16_region	55262	386516	6.99	0	1655
scaffold_17	182989	1501886	8.21	0	6364
scaffold_17_region	78934	472950	5.99	0	4077
scaffold_18	180163	633517	3.52	0	680
scaffold_18_region	88269	554798	6.29	0	182
scaffold_19	177887	531386	2.99	0	1295
scaffold_19_region	81182	400207	4.93	0	154
scaffold_20	177768	313645	1.76	0	436
scaffold_20_region	60617	227020	3.75	0	436
scaffold_21	176967	351657	1.99	0	523
scaffold_21_region	62970	267669	4.25	0	232
scaffold_22	176287	850868	4.83	0	4848
scaffold_22_region	58974	551343	9.35	0	4848
scaffold_23	175766	1093827	6.22	0	5211
scaffold_23_region	82760	674528	8.15	0	140
scaffold_24	175039	492229	2.81	0	4862
scaffold_24_region	89632	367714	4.10	0	4862
scaffold_25	172451	1242446	7.20	0	480
scaffold_25_region	50545	342391	6.77	0	480
scaffold_26	171572	473048	2.76	0	3288
scaffold_26_region	45184	298257	6.60	0	166
scaffold_27	169846	413255	2.43	0	840
scaffold_27_region	73079	305568	4.18	0	93
scaffold_28	169747	2587278	15.24	0	5013
scaffold_28_region	58343	333506	5.72	0	110
scaffold_29	169516	1378245	8.13	0	23455
scaffold_29_region	70883	236198	3.33	0	104
scaffold_30	169002	471093	2.79	0	363
scaffold_30_region	85501	404855	4.74	0	235
scaffold_31	168851	670384	3.97	0	2666
scaffold_31_region	59185	424352	7.17	0	172
scaffold_32	167463	538981	3.22	0	1900
scaffold_32_region	40570	355780	8.77	0	1900
scaffold_33	165556	1454867	8.79	0	28622
scaffold_33_region	63118	303448	4.81	0	309
scaffold_34	162450	581985	3.58	0	2034
scaffold_34_region	84802	547453	6.46	0	2034
scaffold_35	160431	473716	2.95	0	4280
scaffold_35_region	69984	320473	4.58	0	84
scaffold_36	159974	233398	1.46	0	123
scaffold_36_region	72173	196987	2.73	0	123
scaffold_37	158115	900959	5.70	0	644
