chrom	length	bases	mean	min	max
scaffold_1	258050	1283777	4.97	0	302
scaffold_1_region	136209	1255425	9.22	0	220
scaffold_2	248132	1082797	4.36	0	2399
scaffold_2_region	90518	846643	9.35	0	371
scaffold_3	240340	1049067	4.36	0	3627
scaffold_3_region	127816	528753	4.14	0	226
scaffold_4	232527	950047	4.09	0	1126
scaffold_4_region	119979	826616	6.89	0	280
scaffold_5	218268	972480	4.46	0	3893
scaffold_5_region	78910	554450	7.03	0	161
scaffold_6	216163	1862366	8.62	0	3539
scaffold_6_region	101091	1331117	13.17	0	1445
scaffold_7	215756	4451165	20.63	0	1115
scaffold_7_region	114428	1446715	12.64	0	684
scaffold_8	204092	1191185	5.84	0	10704
scaffold_8_region	91847	611469	6.66	0	10704
scaffold_9	200499	2338399	11.66	0	18758
scaffold_9_region	100618	1069257	10.63	0	400
scaffold_10	193644	839627	4.34	0	537
scaffold_10_region	112763	772683	6.85	0	190
scaffold_11	192184	719310	3.74	0	6738
scaffold_11_region	83048	391593	4.72	0	147
scaffold_12	190472	801783	4.21	0	2084
scaffold_12_region	78166	661454	8.46	0	288
scaffold_13	188798	907760	4.81	0	1384
scaffold_13_region	103755	931670	8.98	0	250
scaffold_14	188592	1213965	6.44	0	4918
scaffold_14_region	59493	729269	12.26	0	196
scaffold_15	184177	1375994	7.47	0	997
scaffold_15_region	101656	1047186	10.30	0	933
scaffold_16	184150	1184503	6.43	0	1866
scaffold_16_region	55262	516083	9.34	0	297
scaffold_17	182989	1859964	10.16	0	9609
scaffold_17_region	78934	551670	6.99	0	844
scaffold_18	180163	1217961	6.76	0	8661
scaffold_18_region	88269	614569	6.96	0	400
scaffold_19	177887	782570	4.40	0	3798
scaffold_19_region	81182	609741	7.51	0	221
scaffold_20	177768	890230	5.01	0	14742
scaffold_20_region	60617	263910	4.35	0	182
scaffold_21	176967	546640	3.09	0	678
scaffold_21_region	62970	441876	7.02	0	678
scaffold_22	176287	1178806	6.69	0	1206
scaffold_22_region	58974	735084	12.46	0	247
scaffold_23	175766	1639702	9.33	0	7454
scaffold_23_region	82760	883388	10.67	0	236
scaffold_24	175039	538979	3.08	0	3235
scaffold_24_region	89632	344301	3.84	0	678
scaffold_25	172451	2325372	13.48	0	3628
scaffold_25_region	50545	583396	11.54	0	853
scaffold_26	171572	800700	4.67	0	1543
scaffold_26_region	45184	505395	11.19	0	442
scaffold_27	169846	612093	3.60	0	976
scaffold_27_region	73079	469846	6.43	0	272
scaffold_28	169747	2515531	14.82	0	4761
scaffold_28_region	58343	386238	6.62	0	1672
scaffold_29	169516	2546369	15.02	0	45846
scaffold_29_region	70883	380680	5.37	0	183
scaffold_30	169002	671549	3.97	0	357
scaffold_30_region	85501	598134	7.00	0	357
scaffold_31	168851	862449	5.11	0	2856
scaffold_31_region	59185	527550	8.91	0	244
scaffold_32	167463	760444	4.54	0	3261
scaffold_32_region	40570	428974	10.57	0	1420
scaffold_33	165556	1384951	8.37	0	18554
scaffold_33_region	63118	496457	7.87	0	652
scaffold_34	162450	850272	5.23	0	332
scaffold_34_region	84802	668350	7.88	0	332
scaffold_35	160431	648622	4.04	0	5006
scaffold_35_region	69984	443541	6.34	0	133
scaffold_36	159974	419022	2.62	0	680
scaffold_36_region	72173	344408	4.77	0	276
scaffold_37	158115	1434666	9.07	0	2363
scaffold_37_region	65558	1143850	17.45	0	839
scaffold_38	156265	424282	2.72	0	3783
scaffold_38_region	60703	218712	3.60	0	1650
scaffold_39	155734	1412972	9.07	0	536
scaffold_39_region	102598	1305772	12.73	0	536
scaffold_40	154948	242124	1.56	0	1367
scaffold_40_region	49836	148152	2.97	0	181
scaffold_41	153622	865098	5.63	0	940
scaffold_41_region	100556	821277	8.17	0	940
scaffold_42	153425	408239	2.66	0	1584
scaffold_42_region	63634	294308	4.63	0	136
scaffold_43	150126	1082577	7.21	0	4511
scaffold_43_region	55238	729118	13.20	0	204
scaffold_44	149265	811480	5.44	0	716
scaffold_44_region	73416	600948	8.19	0	392
scaffold_45	149036	478493	3.21	0	508
scaffold_45_region	55414	250117	4.51	0	388
scaffold_46	147583	2493584	16.90	0	6103
scaffold_46_region	42356	366169	8.65	0	299
scaffold_47	145342	397884	2.74	0	1207
scaffold_47_region	24308	160857	6.62	0	296
scaffold_48	140992	3068356	21.76	0	10234
scaffold_48_region	40977	310102	7.57	0	218
scaffold_49	140248	499831	3.56	0	1092
scaffold_49_region	52897	363314	6.87	0	1092
scaffold_50	139289	950445	6.82	0	290
scaffold_50_region	87180	846700	9.71	0	290
scaffold_51	137535	554619	4.03	0	2858
scaffold_51_region	92580	487444	5.27	0	2858
scaffold_52	136761	806244	5.90	0	2623
scaffold_52_region	59795	253852	4.25	0	480
scaffold_53	135891	390633	2.87	0	1087
scaffold_53_region	76923	314963	4.09	0	1087
scaffold_54	134626	2080419	15.45	0	5259
scaffold_54_region	44794	285709	6.38	0	268
scaffold_55	133646	54410	0.41	0	292
scaffold_55_region	30356	18557	0.61	0	56
scaffold_56	133394	460156	3.45	0	250
scaffold_56_region	81573	413226	5.07	0	133
scaffold_57	132883	565333	4.25	0	2168
scaffold_57_region	77153	343403	4.45	0	184
scaffold_58	132864	612618	4.61	0	2889
scaffold_58_region	46138	496354	10.76	0	2889
scaffold_59	131607	547067	4.16	0	364
scaffold_59_region	75240	506605	6.73	0	133
scaffold_60	131302	157453395	1199.17	0	40990
scaffold_60_region	5342	9392321	1758.20	1478	1994
scaffold_61	131289	29823403	227.16	0	23456
scaffold_61_region	11376	12165049	1069.36	0	11408
scaffold_62	130448	15569701	119.36	0	6028
scaffold_62_region	12807	4140917	323.33	0	1956
scaffold_63	129997	287947972	2215.04	0	64588
scaffold_63_region	9746	49161563	5044.28	0	11733
scaffold_64	129924	412381	3.17	0	3231
scaffold_64_region	71698	306995	4.28	0	228
scaffold_65	129723	551264	4.25	0	3100
scaffold_65_region	79592	426183	5.35	0	342
scaffold_66	129120	829929	6.43	0	342
scaffold_66_region	73528	778712	10.59	0	342
scaffold_67	128614	403078	3.13	0	2550
scaffold_67_region	30891	53700	1.74	0	374
scaffold_68	128552	773141	6.01	0	280
scaffold_68_region	87545	729738	8.34	0	280
scaffold_69	125362	25198544	201.01	0	40709
scaffold_69_region	82266	224035	2.72	0	134
scaffold_70	124340	542755	4.37	0	316
scaffold_70_region	65543	478452	7.30	0	316
scaffold_71	122804	4857741	39.56	0	1077
scaffold_71_region	32445	4242042	130.75	0	1077
scaffold_72	122534	615931	5.03	0	316
scaffold_72_region	79402	577919	7.28	0	173
scaffold_73	120999	584956	4.83	0	199
scaffold_73_region	60853	556055	9.14	0	199
scaffold_74	120851	403956	3.34	0	386
scaffold_74_region	76380	366959	4.80	0	262
scaffold_75	120373	461420	3.83	0	956
scaffold_75_region	67174	425532	6.33	0	956
scaffold_76	119861	457770	3.82	0	424
scaffold_76_region	59196	405451	6.85	0	423
scaffold_77	119812	401823	3.35	0	138
scaffold_77_region	98359	389700	3.96	0	138
scaffold_78	119291	2333644	19.56	0	23985
scaffold_78_region	70742	649595	9.18	0	556
scaffold_79	119096	609963	5.12	0	722
scaffold_79_region	60303	409893	6.80	0	213
scaffold_80	117894	713583	6.05	0	331
scaffold_80_region	71027	664027	9.35	0	331
scaffold_81	116818	828553	7.09	0	1272
scaffold_81_region	53895	721933	13.40	0	1264
scaffold_82	116772	447734	3.83	0	3805
scaffold_82_region	55597	64160	1.15	0	893
scaffold_83	116415	2187872	18.79	0	811
scaffold_83_region	58748	993502	16.91	0	783
scaffold_84	116399	513458	4.41	0	789
scaffold_84_region	41259	297201	7.20	0	223
scaffold_85	116356	745060	6.40	0	894
scaffold_85_region	54220	411412	7.59	0	160
scaffold_86	116240	304013	2.62	0	1186
scaffold_86_region	53469	182060	3.40	0	1186
scaffold_87	116078	393071	3.39	0	132
scaffold_87_region	70235	359147	5.11	0	132
scaffold_88	115868	344319	2.97	0	1442
scaffold_88_region	27853	167008	6.00	0	243
scaffold_89	113520	127714	1.13	0	166
scaffold_89_region	6003	76721	12.78	0	166
scaffold_90	112829	372509	3.30	0	1428
scaffold_90_region	50001	293907	5.88	0	156
scaffold_91	112277	4535858	40.40	0	911
scaffold_91_region	39028	3605610	92.39	0	911
scaffold_92	111554	2489013	22.31	0	1133
scaffold_92_region	42370	1774799	41.89	0	1133
scaffold_93	111422	637650	5.72	0	2472
scaffold_93_region	34400	343887	10.00	0	507
scaffold_94	111050	1229253	11.07	0	851
scaffold_94_region	63703	1295777	20.34	0	851
scaffold_95	110931	592778	5.34	0	253
scaffold_95_region	66370	524724	7.91	0	176
scaffold_96	110900	854596	7.71	0	2546
scaffold_96_region	67454	601920	8.92	0	855
scaffold_97	110337	267114	2.42	0	474
scaffold_97_region	59191	227242	3.84	0	124
scaffold_98	109651	3520429	32.11	0	1271
scaffold_98_region	33395	3144028	94.15	0	831
scaffold_99	108996	638880	5.86	0	690
scaffold_99_region	78623	610950	7.77	0	357
scaffold_100	108698	244664	2.25	0	373
scaffold_100_region	54547	206517	3.79	0	373
scaffold_101	108677	2718437	25.01	0	25430
scaffold_101_region	8201	7869	0.96	0	306
scaffold_102	108341	1937307	17.88	0	34338
scaffold_102_region	60546	406106	6.71	0	2012
scaffold_103	108222	3811697	35.22	0	1412
scaffold_103_region	22906	3459012	151.01	0	1049
scaffold_104	108155	525982	4.86	0	4184
scaffold_104_region	51696	362464	7.01	0	228
scaffold_105	107782	480703	4.46	0	599
scaffold_105_region	52166	355307	6.81	0	120
scaffold_106	107167	673400	6.28	0	4404
scaffold_106_region	21158	62750	2.97	0	242
scaffold_107	107048	854987	7.99	0	281
scaffold_107_region	51197	720055	14.06	0	200
scaffold_108	106420	577059	5.42	0	2362
scaffold_108_region	63568	446450	7.02	0	127
scaffold_109	105471	451803	4.28	0	389
scaffold_109_region	49733	328389	6.60	0	289
scaffold_110	104545	345112	3.30	0	270
scaffold_110_region	50702	288334	5.69	0	184
scaffold_111	104234	920755	8.83	0	12306
scaffold_111_region	23807	102632	4.31	0	112
scaffold_112	103734	390314	3.76	0	952
scaffold_112_region	54183	255966	4.72	0	145
scaffold_113	103452	251454	2.43	0	287
scaffold_113_region	39950	126325	3.16	0	170
scaffold_114	102432	825531	8.06	0	1731
scaffold_114_region	50347	822032	16.33	0	485
scaffold_115	102382	328918	3.21	0	187
scaffold_115_region	56924	311444	5.47	0	187
scaffold_116	102021	543674	5.33	0	3233
scaffold_116_region	42776	353022	8.25	0	135
scaffold_117	101561	768096	7.56	0	1972
scaffold_117_region	33076	466058	14.09	0	786
scaffold_118	101488	623355	6.14	0	2062
scaffold_118_region	51157	207442	4.06	0	1199
scaffold_119	101190	635311	6.28	0	16194
scaffold_119_region	56260	597854	10.63	0	16194
scaffold_120	100779	193996	1.92	0	114
scaffold_120_region	42931	163939	3.82	0	110
scaffold_121	100725	574287	5.70	0	3686
scaffold_121_region	45630	157022	3.44	0	91
scaffold_122	100488	103722	1.03	0	1005
scaffold_122_region	35573	28555	0.80	0	90
scaffold_123	100407	1212399	12.07	0	353
scaffold_123_region	49057	1182275	24.10	0	353
scaffold_124	100406	298261	2.97	0	165
scaffold_124_region	38305	217454	5.68	0	165
scaffold_125	100391	544497	5.42	0	7533
