chrom	length	bases	mean	min	max
scaffold_1	258050	218607	0.85	0	1084
scaffold_1_region	136209	122697	0.90	0	582
scaffold_2	248132	192024	0.77	0	912
scaffold_2_region	90518	153080	1.69	0	912
scaffold_3	240340	71889	0.30	0	528
scaffold_3_region	127816	56814	0.44	0	528
scaffold_4	232527	72137	0.31	0	350
scaffold_4_region	119979	63473	0.53	0	350
scaffold_5	218268	120986	0.55	0	556
scaffold_5_region	78910	109757	1.39	0	556
scaffold_6	216163	239912	1.11	0	1562
scaffold_6_region	101091	174972	1.73	0	1562
scaffold_7	215756	356062	1.65	0	554
scaffold_7_region	114428	132616	1.16	0	554
scaffold_8	204092	48836	0.24	0	564
scaffold_8_region	91847	34558	0.38	0	564
scaffold_9	200499	221238	1.10	0	2672
scaffold_9_region	100618	128376	1.28	0	532
scaffold_10	193644	109809	0.57	0	728
scaffold_10_region	112763	93507	0.83	0	728
scaffold_11	192184	113905	0.59	0	628
scaffold_11_region	83048	64006	0.77	0	530
scaffold_12	190472	89437	0.47	0	516
scaffold_12_region	78166	82078	1.05	0	516
scaffold_13	188798	121684	0.64	0	585
scaffold_13_region	103755	101833	0.98	0	585
scaffold_14	188592	194152	1.03	0	593
scaffold_14_region	59493	102471	1.72	0	593
scaffold_15	184177	150854	0.82	0	1436
scaffold_15_region	101656	126270	1.24	0	1436
scaffold_16	184150	125160	0.68	0	558
scaffold_16_region	55262	83601	1.51	0	462
scaffold_17	182989	181187	0.99	0	654
scaffold_17_region	78934	90230	1.14	0	592
scaffold_18	180163	135612	0.75	0	578
scaffold_18_region	88269	110604	1.25	0	578
scaffold_19	177887	118824	0.67	0	590
scaffold_19_region	81182	69624	0.86	0	590
scaffold_20	177768	106755	0.60	0	558
scaffold_20_region	60617	80078	1.32	0	558
scaffold_21	176967	107138	0.61	0	584
scaffold_21_region	62970	81824	1.30	0	584
scaffold_22	176287	71436	0.41	0	68
scaffold_22_region	58974	47117	0.80	0	25
scaffold_23	175766	128151	0.73	0	760
scaffold_23_region	82760	85887	1.04	0	560
scaffold_24	175039	51541	0.29	0	564
scaffold_24_region	89632	20600	0.23	0	109
scaffold_25	172451	116548	0.68	0	560
scaffold_25_region	50545	25658	0.51	0	38
scaffold_26	171572	55095	0.32	0	430
scaffold_26_region	45184	42682	0.94	0	430
scaffold_27	169846	52212	0.31	0	446
scaffold_27_region	73079	30744	0.42	0	446
scaffold_28	169747	275756	1.62	0	714
scaffold_28_region	58343	66282	1.14	0	506
scaffold_29	169516	116841	0.69	0	1351
scaffold_29_region	70883	52402	0.74	0	494
scaffold_30	169002	50095	0.30	0	209
scaffold_30_region	85501	41123	0.48	0	209
scaffold_31	168851	96343	0.57	0	564
scaffold_31_region	59185	52824	0.89	0	494
scaffold_32	167463	124145	0.74	0	629
scaffold_32_region	40570	77163	1.90	0	629
scaffold_33	165556	158672	0.96	0	532
