chrom	length	bases	mean	min	max
scaffold_1	345098	313621	0.91	0	636
scaffold_1_region	98605	255277	2.59	0	636
scaffold_2	312558	172429	0.55	0	716
scaffold_2_region	137722	106708	0.77	0	644
scaffold_3	287976	206908	0.72	0	780
scaffold_3_region	119187	169994	1.43	0	780
scaffold_4	280066	167155	0.60	0	852
scaffold_4_region	130400	124375	0.95	0	852
scaffold_5	279783	137088	0.49	0	751
scaffold_5_region	138906	130267	0.94	0	751
scaffold_6	268249	123597	0.46	0	618
scaffold_6_region	98467	53456	0.54	0	618
scaffold_7	267059	52784	0.20	0	662
scaffold_7_region	98739	21828	0.22	0	496
scaffold_8	266172	213115	0.80	0	934
scaffold_8_region	147469	189362	1.28	0	934
scaffold_9	265035	169152	0.64	0	3102
scaffold_9_region	78016	47839	0.61	0	574
scaffold_10	264164	124076	0.47	0	656
scaffold_10_region	117096	96093	0.82	0	656
scaffold_11	261329	114903	0.44	0	710
scaffold_11_region	96202	70423	0.73	0	694
scaffold_12	261008	3377676	12.94	0	3436
scaffold_12_region	89003	28003	0.31	0	642
scaffold_13	260741	329775	1.26	0	2536
scaffold_13_region	126771	201727	1.59	0	662
scaffold_14	257940	128425	0.50	0	1230
scaffold_14_region	91628	89192	0.97	0	1230
scaffold_15	251256	189276	0.75	0	1494
scaffold_15_region	141485	136624	0.97	0	1494
scaffold_16	251232	88233	0.35	0	690
scaffold_16_region	101470	46638	0.46	0	628
scaffold_17	250631	147321	0.59	0	1554
scaffold_17_region	144294	126238	0.87	0	1554
scaffold_18	246065	68067	0.28	0	608
scaffold_18_region	53143	17698	0.33	0	558
scaffold_19	245994	110748	0.45	0	714
scaffold_19_region	101795	67948	0.67	0	714
scaffold_20	244099	167836	0.69	0	681
scaffold_20_region	110985	108129	0.97	0	681
scaffold_21	236026	63252	0.27	0	582
scaffold_21_region	90960	28332	0.31	0	370
scaffold_22	235239	88364	0.38	0	614
scaffold_22_region	108283	51916	0.48	0	614
scaffold_23	232614	174943	0.75	0	2956
scaffold_23_region	125676	96929	0.77	0	658
scaffold_24	231500	68928	0.30	0	619
scaffold_24_region	62198	33931	0.55	0	582
scaffold_25	231036	98632	0.43	0	682
scaffold_25_region	111659	71648	0.64	0	682
scaffold_26	230790	53751	0.23	0	584
scaffold_26_region	99488	33998	0.34	0	584
scaffold_27	229760	87972	0.38	0	660
scaffold_27_region	100584	62925	0.63	0	660
scaffold_28	227861	133445	0.59	0	696
scaffold_28_region	76168	109366	1.44	0	696
scaffold_29	226334	53213	0.24	0	602
scaffold_29_region	92574	55084	0.60	0	602
scaffold_30	224926	41504	0.18	0	550
scaffold_30_region	86294	24514	0.28	0	550
scaffold_31	218345	156455	0.72	0	1248
scaffold_31_region	106413	159600	1.50	0	1248
scaffold_32	218243	126726	0.58	0	2772
scaffold_32_region	61632	61863	1.00	0	1074
scaffold_33	214922	110579	0.51	0	732
scaffold_33_region	99256	79766	0.80	0	732
scaffold_34	214711	151248	0.70	0	1066
scaffold_34_region	102640	105817	1.03	0	722
scaffold_35	205623	112344	0.55	0	1320
scaffold_35_region	79283	71825	0.91	0	1320
scaffold_36	205583	88490	0.43	0	606
scaffold_36_region	79533	73880	0.93	0	606
scaffold_37	204377	200306	0.98	0	823
scaffold_37_region	58774	135388	2.30	0	823
scaffold_38	204214	34876	0.17	0	506
scaffold_38_region	72173	9608	0.13	0	10
scaffold_39	203631	78109	0.38	0	636
scaffold_39_region	93939	71832	0.76	0	636
scaffold_40	203613	105736	0.52	0	732
scaffold_40_region	62689	32731	0.52	0	732
scaffold_41	202278	42207	0.21	0	498
scaffold_41_region	99053	33818	0.34	0	498
scaffold_42	202103	134067	0.66	0	716
scaffold_42_region	106080	112829	1.06	0	672
scaffold_43	201235	190950	0.95	0	620
scaffold_43_region	43924	152530	3.47	0	618
scaffold_44	199526	201482	1.01	0	1564
scaffold_44_region	89604	123690	1.38	0	718
scaffold_45	198920	85755	0.43	0	588
scaffold_45_region	74382	48752	0.66	0	588
scaffold_46	197580	177170	0.90	0	982
scaffold_46_region	51285	126303	2.46	0	606
scaffold_47	197527	125697	0.64	0	800
scaffold_47_region	101772	86263	0.85	0	691
scaffold_48	196824	150083	0.76	0	1312
scaffold_48_region	55174	70852	1.28	0	714
scaffold_49	196271	60210	0.31	0	616
scaffold_49_region	58848	39235	0.67	0	616
scaffold_50	196094	128881	0.66	0	594
scaffold_50_region	82342	54988	0.67	0	594
scaffold_51	195978	175456	0.90	0	1268
scaffold_51_region	94818	122531	1.29	0	1268
scaffold_52	195875	128919	0.66	0	658
scaffold_52_region	89054	98189	1.10	0	658
scaffold_53	195720	145044	0.74	0	696
scaffold_53_region	87265	63235	0.72	0	662
scaffold_54	195626	52841	0.27	0	608
scaffold_54_region	48256	19715	0.41	0	598
scaffold_55	195568	82625	0.42	0	644
scaffold_55_region	112989	78911	0.70	0	644
scaffold_56	195544	105249	0.54	0	636
scaffold_56_region	65450	76892	1.17	0	636
scaffold_57	195528	176244	0.90	0	676
scaffold_57_region	74768	102448	1.37	0	666
scaffold_58	195199	148075	0.76	0	1069
scaffold_58_region	51350	87595	1.71	0	690
scaffold_59	194855	72253	0.37	0	1082
scaffold_59_region	69366	22707	0.33	0	578
scaffold_60	194042	42066	0.22	0	432
scaffold_60_region	22591	12404	0.55	0	318
scaffold_61	193232	65012	0.34	0	376
scaffold_61_region	68753	12115	0.18	0	28
scaffold_62	192483	51025	0.27	0	1250
scaffold_62_region	56809	17826	0.31	0	498
scaffold_63	192077	254779	1.33	0	4196
scaffold_63_region	59167	47671	0.81	0	770
scaffold_64	191282	30603	0.16	0	55
scaffold_64_region	45416	8099	0.18	0	14
scaffold_65	191030	161976	0.85	0	934
scaffold_65_region	73560	111382	1.51	0	934
scaffold_66	190381	92119	0.48	0	1000
scaffold_66_region	68954	44501	0.65	0	1000
scaffold_67	188334	166232	0.88	0	744
scaffold_67_region	44481	135580	3.05	0	744
scaffold_68	187937	56951	0.30	0	668
scaffold_68_region	83070	44674	0.54	0	668
scaffold_69	187922	52722	0.28	0	806
scaffold_69_region	42888	30862	0.72	0	806
scaffold_70	187137	70522	0.38	0	714
scaffold_70_region	75788	49471	0.65	0	714
scaffold_71	186328	98343	0.53	0	899
scaffold_71_region	62544	83778	1.34	0	899
scaffold_72	185201	104555	0.56	0	616
scaffold_72_region	76265	80853	1.06	0	616
scaffold_73	185179	70695	0.38	0	686
scaffold_73_region	81022	62936	0.78	0	686
scaffold_74	185105	123395	0.67	0	644
scaffold_74_region	58134	88282	1.52	0	644
scaffold_75	183340	43816	0.24	0	322
scaffold_75_region	79992	29502	0.37	0	204
scaffold_76	182642	82939	0.45	0	1164
scaffold_76_region	58855	47413	0.81	0	1164
scaffold_77	181543	205399	1.13	0	4070
scaffold_77_region	67384	145255	2.16	0	4070
scaffold_78	181022	89590	0.49	0	855
scaffold_78_region	92466	65725	0.71	0	855
scaffold_79	180378	141601	0.79	0	825
scaffold_79_region	61394	116885	1.90	0	825
scaffold_80	180151	56797	0.32	0	580
scaffold_80_region	40865	23379	0.57	0	572
scaffold_81	180027	168378	0.94	0	838
scaffold_81_region	50300	68017	1.35	0	686
scaffold_82	179213	115247	0.64	0	1142
scaffold_82_region	95049	100637	1.06	0	1142
scaffold_83	178484	41148	0.23	0	527
scaffold_83_region	52520	23133	0.44	0	527
scaffold_84	178273	105969	0.59	0	1416
scaffold_84_region	41103	58955	1.43	0	1416
scaffold_85	178075	407175	2.29	0	1639
scaffold_85_region	65113	71329	1.10	0	1166
scaffold_86	178047	89663	0.50	0	580
scaffold_86_region	58617	64268	1.10	0	580
scaffold_87	177289	99185	0.56	0	720
scaffold_87_region	57333	71416	1.25	0	720
scaffold_88	176781	100719	0.57	0	669
scaffold_88_region	48989	26945	0.55	0	532
scaffold_89	176663	61463	0.35	0	704
scaffold_89_region	38173	21929	0.57	0	624
scaffold_90	176536	45653	0.26	0	634
scaffold_90_region	66016	27011	0.41	0	312
scaffold_91	176312	103261	0.59	0	1378
scaffold_91_region	58344	30885	0.53	0	304
scaffold_92	175583	282181	1.61	0	861
scaffold_92_region	61285	102902	1.68	0	861
scaffold_93	175281	159015	0.91	0	1360
scaffold_93_region	80383	71615	0.89	0	732
scaffold_94	174871	82972	0.47	0	644
scaffold_94_region	64866	54069	0.83	0	644
scaffold_95	173419	100252	0.58	0	2498
scaffold_95_region	51013	14385	0.28	0	12
scaffold_96	173074	335802	1.94	0	566
scaffold_96_region	45442	281855	6.20	0	566
scaffold_97	172649	105646	0.61	0	632
scaffold_97_region	71284	34056	0.48	0	570
scaffold_98	172586	188434	1.09	0	1402
scaffold_98_region	80612	145332	1.80	0	1232
scaffold_99	172544	116847	0.68	0	652
scaffold_99_region	46496	55899	1.20	0	652
scaffold_100	172446	133315	0.77	0	688
scaffold_100_region	78431	98975	1.26	0	654
scaffold_101	172275	94699	0.55	0	716
scaffold_101_region	73500	89007	1.21	0	716
scaffold_102	171613	92038	0.54	0	598
scaffold_102_region	51219	27031	0.53	0	598
scaffold_103	171533	104167	0.61	0	646
scaffold_103_region	59885	95569	1.60	0	646
scaffold_104	171030	104229	0.61	0	1250
scaffold_104_region	89410	61147	0.68	0	1250
scaffold_105	170903	120272	0.70	0	928
scaffold_105_region	75282	92364	1.23	0	928
scaffold_106	169885	56919	0.34	0	674
scaffold_106_region	51836	32501	0.63	0	674
scaffold_107	169371	109460	0.65	0	1374
scaffold_107_region	37710	118385	3.14	0	1374
scaffold_108	168834	35272	0.21	0	1218
scaffold_108_region	9484	1632	0.17	0	11
scaffold_109	168488	82475	0.49	0	696
scaffold_109_region	42766	44555	1.04	0	361
scaffold_110	168042	637360	3.79	0	2527
scaffold_110_region	48122	28743	0.60	0	620
scaffold_111	168003	114958	0.68	0	628
scaffold_111_region	72501	56151	0.77	0	620
scaffold_112	167007	2052542	12.29	0	7198
scaffold_112_region	5460	154	0.03	0	4
scaffold_113	166294	50046	0.30	0	720
scaffold_113_region	51028	22839	0.45	0	350
scaffold_114	165975	129121	0.78	0	558
scaffold_114_region	30295	49320	1.63	0	558
scaffold_115	164146	73511	0.45	0	672
scaffold_115_region	54118	67684	1.25	0	672
scaffold_116	164131	130891	0.80	0	705
scaffold_116_region	43819	116551	2.66	0	705
scaffold_117	163749	48766	0.30	0	1438
scaffold_117_region	49693	14080	0.28	0	448
scaffold_118	162657	43180	0.27	0	650
scaffold_118_region	20705	3253	0.16	0	12
scaffold_119	162364	60001	0.37	0	694
scaffold_119_region	48509	46285	0.95	0	694
scaffold_120	161998	64133	0.40	0	624
scaffold_120_region	25710	26501	1.03	0	624
scaffold_121	161866	70486	0.44	0	1203
scaffold_121_region	39579	29958	0.76	0	650
scaffold_122	161638	65372	0.40	0	428
scaffold_122_region	69809	20322	0.29	0	428
scaffold_123	161573	67820	0.42	0	588
scaffold_123_region	44849	21926	0.49	0	588
scaffold_124	161247	129946	0.81	0	668
scaffold_124_region	42248	66299	1.57	0	653
scaffold_125	161229	116227	0.72	0	1334
scaffold_125_region	69258	87364	1.26	0	1334
scaffold_126	160813	113716	0.71	0	642
scaffold_126_region	57354	61382	1.07	0	380
scaffold_127	160184	73127	0.46	0	584
scaffold_127_region	90602	63417	0.70	0	584
scaffold_128	160168	99540	0.62	0	648
scaffold_128_region	48129	76357	1.59	0	648
scaffold_129	160097	36217	0.23	0	670
