chrom	length	bases	mean	min	max
scaffold_1	207710	6344470	30.54	3	77
scaffold_1_region	110592	3219512	29.11	0	42
scaffold_2	165858	5979209	36.05	2	306
scaffold_2_region	96880	3389073	34.98	18	64
scaffold_3	156334	5241024	33.52	4	84
scaffold_3_region	80928	2726334	33.69	16	57
scaffold_4	151503	4903518	32.37	11	51
scaffold_4_region	113818	3703049	32.53	14	51
scaffold_5	149530	4489187	30.02	9	45
scaffold_5_region	101407	3084855	30.42	15	45
scaffold_6	147813	4632995	31.34	8	57
scaffold_6_region	89247	2825316	31.66	20	51
scaffold_7	145703	5811784	39.89	0	206
scaffold_7_region	61307	1932125	31.52	11	46
scaffold_8	141466	5070234	35.84	1	139
scaffold_8_region	86742	2796070	32.23	16	49
scaffold_9	141163	4891606	34.65	8	113
scaffold_9_region	93151	3027625	32.50	19	113
scaffold_10	139054	4393073	31.59	8	77
scaffold_10_region	89583	2691640	30.05	9	46
scaffold_11	133792	4011745	29.98	0	63
scaffold_11_region	74834	2308836	30.85	17	46
scaffold_12	133642	3999702	29.93	10	49
scaffold_12_region	91876	2841715	30.93	17	49
scaffold_13	132829	4101592	30.88	4	134
scaffold_13_region	69008	2027566	29.38	10	52
scaffold_14	132109	4193241	31.74	18	51
scaffold_14_region	95599	2991785	31.30	18	51
scaffold_15	131752	4066660	30.87	3	67
scaffold_15_region	79347	2415557	30.44	18	43
scaffold_16	131420	3732831	28.40	2	88
scaffold_16_region	66108	1977919	29.92	6	45
scaffold_17	131132	3786740	28.88	6	48
scaffold_17_region	72903	2195429	30.11	14	47
scaffold_18	130594	3956896	30.30	3	55
scaffold_18_region	85881	2654158	30.91	15	55
scaffold_19	130359	4033336	30.94	6	87
scaffold_19_region	70236	2084105	29.67	14	47
scaffold_20	128736	4280129	33.25	9	241
scaffold_20_region	36102	1091434	30.23	21	45
scaffold_21	124489	5695933	45.75	9	192
scaffold_21_region	50808	1602334	31.54	18	51
scaffold_22	124195	3758080	30.26	14	49
scaffold_22_region	79784	2451094	30.72	15	47
scaffold_23	122565	4544520	37.08	9	176
scaffold_23_region	79761	2390616	29.97	14	44
scaffold_24	122561	3724031	30.39	3	68
scaffold_24_region	57236	1620458	28.31	11	47
scaffold_25	122209	2304768	18.86	6	63
scaffold_25_region	58286	1013494	17.39	7	25
scaffold_26	121142	4122849	34.03	11	55
scaffold_26_region	89957	3097694	34.44	19	55
scaffold_27	120679	4383011	36.32	7	100
scaffold_27_region	36416	1119459	30.74	15	58
scaffold_28	120135	4496154	37.43	1	121
scaffold_28_region	51933	1750883	33.71	15	47
scaffold_29	119776	4282264	35.75	3	637
scaffold_29_region	78051	1780222	22.81	12	40
scaffold_30	119703	1176727413	9830.39	67	28027
scaffold_30_region	30501	383555732	12575.19	1911	27115
scaffold_31	119639	5611913	46.91	0	161
scaffold_31_region	39651	1231649	31.06	23	41
scaffold_32	118487	3517003	29.68	16	63
scaffold_32_region	71893	2156326	29.99	16	52
scaffold_33	118220	4129008	34.93	12	68
scaffold_33_region	44471	1473663	33.14	19	64
scaffold_34	118048	4744627	40.19	1	97
scaffold_34_region	53837	1651450	30.68	17	43
scaffold_35	118000	2195561	18.61	6	43
scaffold_35_region	79436	1586407	19.97	6	43
scaffold_36	117433	3465221	29.51	7	68
scaffold_36_region	74167	2238611	30.18	12	50
scaffold_37	117371	3976286	33.88	12	126
scaffold_37_region	74870	2329582	31.12	18	54
scaffold_38	117205	3857483	32.91	8	57
scaffold_38_region	94126	3124491	33.19	16	57
scaffold_39	116932	3830137	32.76	3	73
scaffold_39_region	63976	2121026	33.15	22	49
scaffold_40	114786	3496226	30.46	1	126
scaffold_40_region	64345	1901364	29.55	11	45
scaffold_41	114632	3516159	30.67	4	77
scaffold_41_region	64573	2002334	31.01	16	65
scaffold_42	113782	3773107	33.16	15	58
scaffold_42_region	84109	2780426	33.06	18	54
scaffold_43	113666	4045978	35.60	10	104
scaffold_43_region	72481	2431884	33.55	16	85
scaffold_44	112564	3829929	34.02	9	96
scaffold_44_region	79994	2598790	32.49	17	47
scaffold_45	112220	2320923	20.68	2	44
scaffold_45_region	66749	1373292	20.57	4	44
scaffold_46	112093	3222388	28.75	1	61
scaffold_46_region	59959	1855608	30.95	17	46
scaffold_47	112028	3478215	31.05	13	65
scaffold_47_region	53600	1694604	31.62	13	47
scaffold_48	111585	1883026	16.88	5	47
scaffold_48_region	58622	1012481	17.27	7	28
scaffold_49	110022	3682374	33.47	18	57
scaffold_49_region	80351	2703995	33.65	18	57
scaffold_50	109827	4150633	37.79	19	240
scaffold_50_region	82018	2740663	33.42	20	61
scaffold_51	109810	3253584	29.63	11	47
scaffold_51_region	81998	2439519	29.75	15	47
scaffold_52	109646	3744271	34.15	0	60
scaffold_52_region	51081	1693924	33.16	16	50
scaffold_53	109180	3612876	33.09	17	93
scaffold_53_region	62809	1871991	29.80	17	49
scaffold_54	108996	3673300	33.70	3	113
scaffold_54_region	23439	697818	29.77	19	40
scaffold_55	108303	3534207	32.63	8	49
scaffold_55_region	73941	2525132	34.15	17	49
scaffold_56	108269	2752396	25.42	8	45
scaffold_56_region	56363	1387664	24.62	9	39
scaffold_57	108259	3745773	34.60	2	175
scaffold_57_region	46111	1346998	29.21	17	48
scaffold_58	108199	3353316	30.99	13	53
scaffold_58_region	58036	1806704	31.13	13	53
scaffold_59	106399	2480851	23.32	6	53
scaffold_59_region	63217	1348475	21.33	11	37
scaffold_60	104641	3728497	35.63	9	86
scaffold_60_region	59388	1782284	30.01	19	57
scaffold_61	104632	3454639	33.02	13	71
scaffold_61_region	81142	2594413	31.97	17	55
scaffold_62	104487	4114532	39.38	15	102
scaffold_62_region	56866	1994169	35.07	22	50
scaffold_63	104275	3127774	30.00	5	86
scaffold_63_region	52398	1486620	28.37	13	44
scaffold_64	103916	4303600	41.41	10	615
scaffold_64_region	65688	1341115	20.42	10	45
scaffold_65	103730	3313577	31.94	2	82
scaffold_65_region	40827	1261516	30.90	17	42
scaffold_66	103232	3256728	31.55	6	98
scaffold_66_region	71339	2128735	29.84	16	46
scaffold_67	102353	4395593	42.95	1	82
scaffold_67_region	7730	293025	37.91	8	54
scaffold_68	102321	1812773	17.72	8	29
scaffold_68_region	48348	881799	18.24	9	27
scaffold_69	101920	3278413	32.17	13	63
scaffold_69_region	68993	2138672	31.00	14	43
scaffold_70	101476	4412457	43.48	3	148
scaffold_70_region	46886	1670519	35.63	22	119
scaffold_71	101260	3627577	35.82	0	111
scaffold_71_region	51985	1692187	32.55	17	47
scaffold_72	101147	6661329	65.86	8	360
scaffold_72_region	39512	1348804	34.14	20	51
scaffold_73	100975	3964033	39.26	6	95
scaffold_73_region	46930	1653561	35.23	21	53
scaffold_74	100868	3549778	35.19	13	95
scaffold_74_region	52438	1408295	26.86	13	40
scaffold_75	98940	2866071	28.97	9	52
scaffold_75_region	73347	2124755	28.97	12	44
scaffold_76	98923	3120059	31.54	4	68
scaffold_76_region	54223	1645237	30.34	13	46
scaffold_77	98645	6021887	61.05	7	234
scaffold_77_region	25536	1513845	59.28	30	138
scaffold_78	98107	2911480	29.68	13	70
scaffold_78_region	46547	1207195	25.93	13	48
scaffold_79	97307	2881267	29.61	0	74
scaffold_79_region	73440	2137411	29.10	17	47
scaffold_80	97271	5940148	61.07	4	112
scaffold_80_region	1973	121107	61.38	39	95
scaffold_81	97146	4078169	41.98	7	150
scaffold_81_region	34933	1013530	29.01	16	49
scaffold_82	96665	1734761	17.95	7	34
scaffold_82_region	38345	663476	17.30	8	31
scaffold_83	95248	3197854	33.57	6	91
scaffold_83_region	58486	1939808	33.17	18	54
scaffold_84	94921	2819107	29.70	9	57
scaffold_84_region	35734	1004667	28.12	15	40
scaffold_85	94627	3022965	31.95	12	76
scaffold_85_region	43794	1269638	28.99	13	71
scaffold_86	94595	1913496	20.23	9	58
scaffold_86_region	41063	794880	19.36	10	33
scaffold_87	94453	3784025	40.06	0	81
scaffold_87_region	34426	1478711	42.95	22	60
scaffold_88	94226	3300018	35.02	5	131
scaffold_88_region	57071	1774808	31.10	18	87
scaffold_89	94051	3991073	42.44	6	300
scaffold_89_region	35679	1238150	34.70	14	89
scaffold_90	93640	2633862	28.13	9	59
scaffold_90_region	41723	1318367	31.60	15	56
scaffold_91	93575	1748425	18.68	9	50
scaffold_91_region	42516	775826	18.25	10	28
scaffold_92	93531	2974393	31.80	1	81
scaffold_92_region	47218	1509135	31.96	21	51
scaffold_93	93420	3419469	36.60	15	132
scaffold_93_region	44279	1394996	31.50	19	76
scaffold_94	93333	3583265	38.39	2	120
scaffold_94_region	58894	2014748	34.21	18	46
