chrom	length	bases	mean	min	max
scaffold_1	286095	34586584	120.89	0	6603
scaffold_1_region	177553	34644974	195.12	0	6603
scaffold_2	250715	16371671	65.30	0	3881
scaffold_2_region	146732	16228151	110.60	0	3881
scaffold_3	237684	15003449	63.12	0	7840
scaffold_3_region	114251	14120082	123.59	0	7840
scaffold_4	234603	36042793	153.63	0	7789
scaffold_4_region	123688	34329103	277.55	0	7789
scaffold_5	229968	21177893	92.09	0	8137
scaffold_5_region	104668	21088122	201.48	0	8137
scaffold_6	220597	27453138	124.45	0	5871
scaffold_6_region	136606	26247313	192.14	0	5871
scaffold_7	207794	19102669	91.93	0	5728
scaffold_7_region	91979	18758865	203.95	0	5728
scaffold_8	205139	7323228	35.70	0	1398
scaffold_8_region	85091	6348803	74.61	0	1167
scaffold_9	198841	9504290	47.80	0	2621
scaffold_9_region	41351	6180476	149.46	0	2621
scaffold_10	198646	47644040	239.84	0	10601
scaffold_10_region	81135	47382644	584.00	0	10601
scaffold_11	195129	60041442	307.70	0	134600
scaffold_11_region	68274	57107307	836.44	0	134600
scaffold_12	190750	10062642	52.75	0	3057
scaffold_12_region	81855	10132710	123.79	0	3057
scaffold_13	189766	18372839	96.82	0	2793
scaffold_13_region	77741	17434914	224.27	0	2793
scaffold_14	189507	17084194	90.15	0	6627
scaffold_14_region	111513	16513818	148.09	0	6627
scaffold_15	189048	31569658	166.99	0	4689
scaffold_15_region	76404	19786212	258.97	0	4689
scaffold_16	187219	10145931	54.19	0	3921
scaffold_16_region	59988	9700853	161.71	0	3921
scaffold_17	184133	31975260	173.65	0	10571
scaffold_17_region	108697	31169168	286.75	0	10571
scaffold_18	183724	10068835	54.80	0	2968
scaffold_18_region	60542	10520477	173.77	0	2968
scaffold_19	182521	39800013	218.06	0	21493
scaffold_19_region	109634	39519793	360.47	0	21493
scaffold_20	178170	16081583	90.26	0	3851
scaffold_20_region	92849	15692335	169.01	0	3851
scaffold_21	177841	24939505	140.23	0	8152
scaffold_21_region	84826	23690260	279.28	0	8152
scaffold_22	177019	18841184	106.44	0	2936
scaffold_22_region	92806	18756608	202.11	0	2936
scaffold_23	176558	13269320	75.16	0	4424
scaffold_23_region	86149	12913180	149.89	0	4424
scaffold_24	174977	15819526	90.41	0	2158
scaffold_24_region	95370	15882612	166.54	0	2158
scaffold_25	172336	24777237	143.77	0	10433
scaffold_25_region	101298	23943007	236.36	0	10433
scaffold_26	171750	24554512	142.97	0	6230
scaffold_26_region	92973	22041969	237.08	0	6230
scaffold_27	167886	28088112	167.30	0	11382
scaffold_27_region	53854	23791768	441.78	0	11382
scaffold_28	166980	6346871	38.01	0	4074
scaffold_28_region	43107	6229846	144.52	0	4074
scaffold_29	166939	12058947	72.24	0	2097
scaffold_29_region	73886	11786773	159.53	0	2097
scaffold_30	164712	56692546	344.19	0	34193
scaffold_30_region	52283	76992669	1472.61	0	34193
scaffold_31	163985	12870149	78.48	0	5079
scaffold_31_region	112469	13008173	115.66	0	5079
scaffold_32	163465	10061947	61.55	0	1434
scaffold_32_region	83036	9780904	117.79	0	1434
scaffold_33	162656	20529192	126.21	0	10496
scaffold_33_region	76388	19563748	256.11	0	10496
scaffold_34	162104	9706547	59.88	0	3036
scaffold_34_region	64758	11046260	170.58	0	3036
scaffold_35	161735	16231307	100.36	0	9701
scaffold_35_region	81683	16689438	204.32	0	9701
scaffold_36	161300	5660486	35.09	0	1264
scaffold_36_region	72563	5251529	72.37	0	1264
scaffold_37	160863	18496660	114.98	0	5651
scaffold_37_region	66936	17719913	264.73	0	5651
scaffold_38	160818	24281632	150.99	0	14331
scaffold_38_region	85709	24090233	281.07	0	14331
scaffold_39	160336	20383098	127.13	0	6731
scaffold_39_region	87107	19449613	223.28	0	6731
scaffold_40	160108	10884323	67.98	0	2056
scaffold_40_region	66484	10607749	159.55	0	2056
scaffold_41	159512	11706801	73.39	0	15794
scaffold_41_region	61457	11169540	181.75	0	15794
scaffold_42	158886	39948149	251.43	0	10863
scaffold_42_region	91592	45170433	493.17	0	10863
scaffold_43	158706	24053124	151.56	0	12850
scaffold_43_region	91163	27390242	300.45	0	12850
scaffold_44	158304	23832116	150.55	0	14917
scaffold_44_region	89421	23772501	265.85	0	14917
scaffold_45	157986	3912341	24.76	0	2586
scaffold_45_region	16734	1483247	88.64	0	624
scaffold_46	156673	12274276	78.34	0	3074
scaffold_46_region	72465	12199449	168.35	0	3074
scaffold_47	156653	12898337	82.34	0	6883
scaffold_47_region	75503	12352284	163.60	0	6883
scaffold_48	156252	9698711	62.07	0	4735
scaffold_48_region	72074	9394318	130.34	0	4735
scaffold_49	155030	51155182	329.97	0	2969
scaffold_49_region	14902	9607119	644.69	0	1962
scaffold_50	153644	7081729	46.09	0	1903
scaffold_50_region	63859	6297353	98.61	0	1903
scaffold_51	153125	11224365	73.30	0	3110
scaffold_51_region	52563	11198310	213.05	0	3110
scaffold_52	153069	7772577	50.78	0	1557
scaffold_52_region	72392	7211495	99.62	0	1497
scaffold_53	150274	6751793	44.93	0	1462
scaffold_53_region	50859	6628048	130.32	0	1462
scaffold_54	150165	13464137	89.66	0	3623
scaffold_54_region	77963	12174275	156.15	0	3385
scaffold_55	150018	15399806	102.65	0	10272
scaffold_55_region	44768	14346731	320.47	0	10272
scaffold_56	149470	16433782	109.95	0	8093
scaffold_56_region	101033	19971671	197.67	0	8093
scaffold_57	149389	8511184	56.97	0	5233
scaffold_57_region	73206	9085751	124.11	0	5233
scaffold_58	148587	4811807	32.38	0	2351
scaffold_58_region	9153	1153182	125.99	0	790
scaffold_59	148578	2503155	16.85	0	1432
scaffold_59_region	19687	2474121	125.67	0	1432
scaffold_60	148441	7909682	53.29	0	5097
scaffold_60_region	72276	7877441	108.99	0	5097
scaffold_61	148177	19412493	131.01	0	34601
scaffold_61_region	65181	19590819	300.56	0	34601
scaffold_62	148137	20213709	136.45	0	11810
scaffold_62_region	76747	26404160	344.04	0	11810
scaffold_63	147519	8355691	56.64	0	3355
scaffold_63_region	77173	8283420	107.34	0	3355
scaffold_64	147158	13520936	91.88	0	9359
scaffold_64_region	65080	10997285	168.98	0	4724
scaffold_65	146313	9898487	67.65	0	3317
scaffold_65_region	48458	9647829	199.10	0	3317
scaffold_66	145308	14408728	99.16	0	9680
scaffold_66_region	90756	13635372	150.24	0	9680
scaffold_67	145296	10263581	70.64	0	4764
scaffold_67_region	87238	12543683	143.79	0	4764
scaffold_68	145227	3283194	22.61	0	608
scaffold_68_region	45903	3270136	71.24	0	608
scaffold_69	144537	10902117	75.43	0	8017
scaffold_69_region	27470	10238430	372.71	0	8017
scaffold_70	144241	1696764	11.76	0	1041
scaffold_70_region	27818	1292959	46.48	0	396
scaffold_71	142596	5747538	40.31	0	11174
scaffold_71_region	16965	5537909	326.43	0	11174
scaffold_72	142380	5923635	41.60	0	1938
scaffold_72_region	75666	5862107	77.47	0	1938
scaffold_73	141081	12824192	90.90	0	4621
