chrom	length	bases	mean	min	max
scaffold_1	256156	8486815	33.13	0	73
scaffold_1_region	155633	5448421	35.01	0	57
scaffold_2	225290	7337241	32.57	14	59
scaffold_2_region	153084	5145858	33.61	16	53
scaffold_3	210451	7677603	36.48	3	122
scaffold_3_region	100892	3547285	35.16	17	51
scaffold_4	206324	8852792	42.91	2	66
scaffold_4_region	43628	1905649	43.68	7	64
scaffold_5	192499	6366477	33.07	0	66
scaffold_5_region	56442	1974758	34.99	18	56
scaffold_6	185265	5819252	31.41	4	48
scaffold_6_region	113060	3671689	32.48	15	47
scaffold_7	166648	5860212	35.17	4	103
scaffold_7_region	108713	3576822	32.90	18	50
scaffold_8	166313	5641377	33.92	0	134
scaffold_8_region	86390	3252811	37.65	18	55
scaffold_9	162876	6121769	37.59	3	156
scaffold_9_region	49798	1733048	34.80	21	55
scaffold_10	160482	2720706	16.95	1	30
scaffold_10_region	108173	1857570	17.17	2	30
scaffold_11	159592	5110442	32.02	3	112
scaffold_11_region	97926	3236264	33.05	18	53
scaffold_12	159248	6651601	41.77	10	218
scaffold_12_region	49245	1746267	35.46	19	50
scaffold_13	158848	4230467	26.63	0	47
scaffold_13_region	92728	2781680	30.00	10	47
scaffold_14	154651	5714920	36.95	3	158
scaffold_14_region	37408	1263710	33.78	18	54
scaffold_15	153866	3303644	21.47	5	39
scaffold_15_region	85550	1914194	22.38	5	39
scaffold_16	152707	4271244	27.97	8	44
scaffold_16_region	84601	2480496	29.32	14	44
scaffold_17	152359	4699050	30.84	0	55
scaffold_17_region	48825	1554180	31.83	10	53
scaffold_18	151220	4752545	31.43	6	55
scaffold_18_region	86144	2755752	31.99	9	49
scaffold_19	147081	5794376	39.40	1	204
scaffold_19_region	49277	1066434	21.64	5	70
scaffold_20	146949	2759458	18.78	5	76
scaffold_20_region	64753	1085523	16.76	6	29
scaffold_21	146841	3734074	25.43	7	45
scaffold_21_region	97736	2656082	27.18	9	45
scaffold_22	145958	5329540	36.51	13	114
scaffold_22_region	102509	3427319	33.43	17	58
scaffold_23	145864	2737456	18.77	8	46
scaffold_23_region	57913	1001528	17.29	9	29
scaffold_24	145706	5980323	41.04	0	148
scaffold_24_region	36163	1152177	31.86	15	104
scaffold_25	144768	4320304	29.84	3	52
scaffold_25_region	92136	2856466	31.00	6	51
scaffold_26	144760	4956462	34.24	4	58
scaffold_26_region	71529	2520459	35.24	16	49
scaffold_27	144587	2732225	18.90	0	69
scaffold_27_region	72735	1249288	17.18	8	33
scaffold_28	141858	4455580	31.41	4	54
scaffold_28_region	81544	2701734	33.13	18	50
scaffold_29	141338	2349192	16.62	3	31
scaffold_29_region	70052	1141026	16.29	7	26
scaffold_30	138781	4344141	31.30	2	142
scaffold_30_region	66340	2047058	30.86	15	46
scaffold_31	138295	4295050	31.06	0	70
scaffold_31_region	59416	1937567	32.61	20	49
scaffold_32	138261	2557012	18.49	7	57
scaffold_32_region	70711	1346267	19.04	9	37
scaffold_33	137682	4299259	31.23	1	91
scaffold_33_region	88929	2909663	32.72	17	47
scaffold_34	137325	4349753	31.67	12	51
scaffold_34_region	85352	2698514	31.62	20	51
scaffold_35	135764	4336393	31.94	0	63
scaffold_35_region	89779	3002070	33.44	17	58
scaffold_36	134977	2353026	17.43	6	39
scaffold_36_region	60576	977118	16.13	9	39
scaffold_37	134296	4282803	31.89	1	61
scaffold_37_region	68585	2369009	34.54	19	60
scaffold_38	133677	2666134	19.94	8	69
scaffold_38_region	70418	1330294	18.89	10	47
scaffold_39	133598	4065498	30.43	0	58
scaffold_39_region	78275	2548033	32.55	14	56
scaffold_40	132387	3716066	28.07	2	62
scaffold_40_region	46855	1398549	29.85	10	41
scaffold_41	132145	2136593	16.17	0	36
scaffold_41_region	60978	978623	16.05	8	29
scaffold_42	131569	2363102	17.96	2	38
