chrom	length	bases	mean	min	max
scaffold_1	286095	8943099	31.26	7	61
scaffold_1_region	177553	5503355	31.00	11	59
scaffold_2	250715	8502161	33.91	2	208
scaffold_2_region	146732	4687098	31.94	2	53
scaffold_3	237684	7681989	32.32	5	86
scaffold_3_region	114251	3575467	31.29	9	53
scaffold_4	234603	7352653	31.34	3	54
scaffold_4_region	123688	3948876	31.93	12	51
scaffold_5	229968	12783049	55.59	8	110
scaffold_5_region	104668	6442562	61.55	28	91
scaffold_6	220597	11697588	53.03	4	124
scaffold_6_region	136606	7353194	53.83	28	79
scaffold_7	207794	6724102	32.36	0	70
scaffold_7_region	91979	2841125	30.89	15	54
scaffold_8	205139	6562259	31.99	0	87
scaffold_8_region	85091	2672393	31.41	10	51
scaffold_9	198841	15968048	80.31	0	128
scaffold_9_region	41351	3113640	75.30	2	122
scaffold_10	198646	11249228	56.63	2	125
scaffold_10_region	81135	4852238	59.80	18	92
scaffold_11	195129	7234141	37.07	0	75
scaffold_11_region	68274	2595970	38.02	13	74
scaffold_12	190750	8205239	43.02	1	94
scaffold_12_region	81855	4607678	56.29	13	93
scaffold_13	189766	6084592	32.06	0	106
scaffold_13_region	77741	2501747	32.18	10	51
scaffold_14	189507	10837671	57.19	9	91
scaffold_14_region	111513	6554173	58.77	27	91
scaffold_15	189048	10306332	54.52	0	213
scaffold_15_region	76404	4606374	60.29	19	84
scaffold_16	187219	5829422	31.14	1	54
scaffold_16_region	59988	1916592	31.95	17	51
scaffold_17	184133	10136649	55.05	5	100
scaffold_17_region	108697	6261291	57.60	16	88
scaffold_18	183724	9151303	49.81	1	151
scaffold_18_region	60542	3571651	58.99	17	85
scaffold_19	182521	9880870	54.14	2	104
scaffold_19_region	109634	6386676	58.25	16	99
scaffold_20	178170	9885909	55.49	0	123
scaffold_20_region	92849	5610418	60.43	15	82
scaffold_21	177841	9196911	51.71	0	108
scaffold_21_region	84826	4636636	54.66	18	79
scaffold_22	177019	9682475	54.70	0	284
scaffold_22_region	92806	5558995	59.90	21	85
scaffold_23	176558	5557059	31.47	0	55
scaffold_23_region	86149	2673987	31.04	1	49
scaffold_24	174977	9741319	55.67	0	124
scaffold_24_region	95370	5699513	59.76	19	97
scaffold_25	172336	7261477	42.14	0	91
scaffold_25_region	101298	5019837	49.56	15	91
