chrom	length	bases	mean	min	max
scaffold_1	258050	8149315	31.58	0	101
scaffold_1_region	136209	4371084	32.09	0	50
scaffold_2	248132	7981945	32.17	16	108
scaffold_2_region	90518	2827979	31.24	16	56
scaffold_3	240340	8060070	33.54	13	77
scaffold_3_region	127816	4113861	32.19	17	56
scaffold_4	232527	7221289	31.06	13	56
scaffold_4_region	119979	3623097	30.20	13	47
scaffold_5	218268	7570106	34.68	12	191
scaffold_5_region	78910	2479667	31.42	18	47
scaffold_6	216163	7543071	34.90	2	76
scaffold_6_region	101091	3648275	36.09	17	51
scaffold_7	215756	6680678	30.96	9	55
scaffold_7_region	114428	3788094	33.10	15	55
scaffold_8	204092	3690286	18.08	6	50
scaffold_8_region	91847	1587227	17.28	6	29
scaffold_9	200499	6051627	30.18	0	65
scaffold_9_region	100618	2975653	29.57	16	49
scaffold_10	193644	3759948	19.42	9	38
scaffold_10_region	112763	2225970	19.74	9	37
scaffold_11	192184	6741122	35.08	2	88
scaffold_11_region	83048	2570469	30.95	18	48
scaffold_12	190472	5368878	28.19	2	69
scaffold_12_region	78166	2223102	28.44	16	43
scaffold_13	188798	7104629	37.63	6	250
scaffold_13_region	103755	3342246	32.21	15	69
scaffold_14	188592	6046886	32.06	1	80
scaffold_14_region	59493	2045961	34.39	2	60
scaffold_15	184177	5851307	31.77	1	60
scaffold_15_region	101656	3300577	32.47	19	46
scaffold_16	184150	5881417	31.94	1	60
scaffold_16_region	55262	1767223	31.98	17	48
scaffold_17	182989	5292316	28.92	3	59
scaffold_17_region	78934	2159000	27.35	16	54
scaffold_18	180163	5317601	29.52	1	50
scaffold_18_region	88269	2549011	28.88	16	43
scaffold_19	177887	5605256	31.51	11	62
scaffold_19_region	81182	2603219	32.07	12	46
scaffold_20	177768	5425907	30.52	5	181
scaffold_20_region	60617	1811381	29.88	14	47
scaffold_21	176967	5377861	30.39	10	141
scaffold_21_region	62970	1950793	30.98	14	48
scaffold_22	176287	6242740	35.41	1	126
scaffold_22_region	58974	2095400	35.53	22	51
scaffold_23	175766	6485264	36.90	4	188
scaffold_23_region	82760	2680468	32.39	16	49
scaffold_24	175039	3315419	18.94	7	190
scaffold_24_region	89632	1510937	16.86	8	31
scaffold_25	172451	4532208	26.28	9	91
scaffold_25_region	50545	1579425	31.25	15	60
scaffold_26	171572	4242945	24.73	7	49
scaffold_26_region	45184	1326995	29.37	17	44
scaffold_27	169846	5563656	32.76	4	79
scaffold_27_region	73079	2322998	31.79	17	54
scaffold_28	169747	5036505	29.67	9	115
scaffold_28_region	58343	2057901	35.27	17	67
scaffold_29	169516	5331091	31.45	2	70
scaffold_29_region	70883	2353898	33.21	14	50
scaffold_30	169002	5231687	30.96	11	53
scaffold_30_region	85501	2783382	32.55	12	53
scaffold_31	168851	4921350	29.15	8	76
scaffold_31_region	59185	1733718	29.29	15	41
scaffold_32	167463	5048962	30.15	5	56
scaffold_32_region	40570	1341395	33.06	15	45
scaffold_33	165556	4166347	25.17	4	48
scaffold_33_region	63118	1453600	23.03	9	44
scaffold_34	162450	5379446	33.11	3	68
scaffold_34_region	84802	3009429	35.49	16	57
scaffold_35	160431	5814075	36.24	0	136
scaffold_35_region	69984	1979670	28.29	17	40
scaffold_36	159974	4895119	30.60	12	55
scaffold_36_region	72173	2281787	31.62	15	49
scaffold_37	158115	4805641	30.39	6	55
scaffold_37_region	65558	1968788	30.03	20	43
scaffold_38	156265	2605692	16.67	4	38
scaffold_38_region	60703	954380	15.72	9	26
scaffold_39	155734	4020242	25.81	0	46
scaffold_39_region	102598	2745284	26.76	14	45
scaffold_40	154948	4626670	29.86	13	81
scaffold_40_region	49836	1456788	29.23	19	50
scaffold_41	153622	4215723	27.44	1	53
scaffold_41_region	100556	2745106	27.30	1	46
scaffold_42	153425	3044219	19.84	9	59
scaffold_42_region	63634	1155886	18.16	10	42
scaffold_43	150126	4900050	32.64	3	96
scaffold_43_region	55238	1874913	33.94	21	52
scaffold_44	149265	5178858	34.70	1	114
scaffold_44_region	73416	2337586	31.84	21	45
scaffold_45	149036	4481984	30.07	8	76
scaffold_45_region	55414	1544280	27.87	11	48
scaffold_46	147583	4961888	33.62	4	226
scaffold_46_region	42356	1456868	34.40	20	50
scaffold_47	145342	5306331	36.51	7	3036
scaffold_47_region	24308	877366	36.09	22	50
scaffold_48	140992	4741047	33.63	10	99
scaffold_48_region	40977	1412429	34.47	22	51
scaffold_49	140248	4782406	34.10	4	92
scaffold_49_region	52897	1881413	35.57	22	55
scaffold_50	139289	4125044	29.62	12	51
scaffold_50_region	87180	2756285	31.62	17	51
scaffold_51	137535	2360760	17.16	7	28
scaffold_51_region	92580	1592418	17.20	7	28
scaffold_52	136761	3859114	28.22	4	242
scaffold_52_region	59795	1933511	32.34	17	242
scaffold_53	135891	3879563	28.55	0	82
scaffold_53_region	76923	2246257	29.20	15	49
scaffold_54	134626	4208972	31.26	1	65
scaffold_54_region	44794	1387298	30.97	1	44
scaffold_55	133646	2017299969	15094.35	26	39171
scaffold_55_region	30356	717288749	23629.22	2800	37992
scaffold_56	133394	3995363	29.95	8	51
scaffold_56_region	81573	2646806	32.45	13	51
scaffold_57	132883	4214846	31.72	3	84
scaffold_57_region	77153	2481373	32.16	20	49
scaffold_58	132864	4271946	32.15	10	55
scaffold_58_region	46138	1662000	36.02	19	55
scaffold_59	131607	4700287	35.71	20	89
scaffold_59_region	75240	2658238	35.33	21	50
scaffold_60	131302	83613643	636.80	0	2515
scaffold_60_region	5342	3000225	561.63	49	1892
scaffold_61	131289	46092017	351.07	13	1982
scaffold_61_region	11376	8358047	734.71	40	1498
scaffold_62	130448	16632208	127.50	3	1269
scaffold_62_region	12807	1844706	144.04	21	638
scaffold_63	129997	469438686	3611.15	156	10553
scaffold_63_region	9746	36507144	3745.86	253	7871
scaffold_64	129924	2044210	15.73	4	31
scaffold_64_region	71698	1133551	15.81	7	31
scaffold_65	129723	4160211	32.07	20	59
scaffold_65_region	79592	2475586	31.10	20	43
scaffold_66	129120	3880822	30.06	11	54
scaffold_66_region	73528	2270437	30.88	12	46
scaffold_67	128614	2908448	22.61	9	49
scaffold_67_region	30891	579584	18.76	10	34
scaffold_68	128552	3858369	30.01	11	72
scaffold_68_region	87545	2475685	28.28	14	44
scaffold_69	125362	3433729	27.39	5	51
scaffold_69_region	82266	2545897	30.95	13	51
scaffold_70	124340	4439522	35.70	10	61
scaffold_70_region	65543	2366146	36.10	24	53
scaffold_71	122804	9416484	76.68	8	240
scaffold_71_region	32445	2554390	78.73	13	240
scaffold_72	122534	3384793	27.62	1	48
scaffold_72_region	79402	2379265	29.96	1	47
scaffold_73	120999	3382600	27.96	4	94
scaffold_73_region	60853	1700246	27.94	16	94
scaffold_74	120851	3576380	29.59	1	53
scaffold_74_region	76380	2270871	29.73	13	51
scaffold_75	120373	1965823	16.33	7	34
scaffold_75_region	67174	1156218	17.21	7	34
scaffold_76	119861	3625474	30.25	9	136
scaffold_76_region	59196	1824451	30.82	19	43
scaffold_77	119812	1994781	16.65	7	36
scaffold_77_region	98359	1636498	16.64	8	28
scaffold_78	119291	3338402	27.99	10	127
scaffold_78_region	70742	1999509	28.26	10	50
scaffold_79	119096	3726076	31.29	10	99
scaffold_79_region	60303	1980285	32.84	19	47
scaffold_80	117894	3441601	29.19	13	53
scaffold_80_region	71027	2089053	29.41	14	41
scaffold_81	116818	3261217	27.92	2	86
scaffold_81_region	53895	1698482	31.51	14	47
scaffold_82	116772	2462473	21.09	10	89
scaffold_82_region	55597	994578	17.89	10	30
scaffold_83	116415	3721754	31.97	2	84
scaffold_83_region	58748	1906997	32.46	22	48
scaffold_84	116399	3532722	30.35	2	65
scaffold_84_region	41259	1363497	33.05	22	65
scaffold_85	116356	3363788	28.91	9	47
scaffold_85_region	54220	1690786	31.18	18	45
scaffold_86	116240	2355421	20.26	0	87
scaffold_86_region	53469	966987	18.09	9	82
scaffold_87	116078	2099635	18.09	7	32
scaffold_87_region	70235	1233355	17.56	7	32
scaffold_88	115868	3100731	26.76	1	87
scaffold_88_region	27853	812888	29.18	15	39
scaffold_89	113520	3144979	27.70	11	53
scaffold_89_region	6003	167669	27.93	13	40
scaffold_90	112829	3096358	27.44	0	100
scaffold_90_region	50001	1378380	27.57	1	43
scaffold_91	112277	18099676	161.21	1	471
scaffold_91_region	39028	4360489	111.73	1	470
scaffold_92	111554	3367859	30.19	13	45
scaffold_92_region	42370	1345700	31.76	23	45
scaffold_93	111422	3158920	28.35	0	77
scaffold_93_region	34400	1235620	35.92	16	52
scaffold_94	111050	3308578	29.79	5	55
scaffold_94_region	63703	1931268	30.32	15	46
scaffold_95	110931	3308421	29.82	3	116
scaffold_95_region	66370	2073658	31.24	17	115
scaffold_96	110900	2930262	26.42	8	53
scaffold_96_region	67454	2004190	29.71	8	53
scaffold_97	110337	1796953	16.29	8	31
scaffold_97_region	59191	1017563	17.19	9	30
scaffold_98	109651	11521477	105.07	8	465
scaffold_98_region	33395	2896833	86.74	23	465
scaffold_99	108996	3113429	28.56	8	68
scaffold_99_region	78623	2282037	29.03	11	61
scaffold_100	108698	3373111	31.03	6	48
scaffold_100_region	54547	1760767	32.28	14	46
scaffold_101	108677	3133129	28.83	1	65
scaffold_101_region	8201	204463	24.93	8	40
scaffold_102	108341	2342251	21.62	10	38
scaffold_102_region	60546	1450900	23.96	10	38
scaffold_103	108222	10078234	93.13	0	273
scaffold_103_region	22906	2253899	98.40	1	268
scaffold_104	108155	2921954	27.02	12	48
